Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
0.11, -0.06, -0.09, 0.18, 0.05, 9.87
0.15, 0.01, -0.09, 0.17, 0.01, 9.89
0.10, -0.15, -0.05, 0.20, -0.00, 9.79
0.06, -0.09, -0.14, 0.16, 0.02, 9.77
-0.05, -0.06, -0.15, 0.17, 0.04, 9.85
0.01, 0.01, -0.17, 0.14, 0.03, 9.90
-0.02, 0.17, -0.02, 0.15, 0.04, 9.85
-0.11, 0.14, -0.11, 0.20, 0.04, 9.82
-0.10, -0.01, -0.23, 0.18, 0.04, 9.87
0.04, 0.13, -0.11, 0.17, 0.03, 9.84
0.14, 0.03, -0.10, 0.12, 0.04, 9.81
0.06, 0.00, -0.08, 0.15, 0.00, 9.78
0.03, -0.07, -0.10, 0.14, 0.01, 9.79
0.01, -0.10, -0.14, 0.16, 0.06, 9.74
0.04, 0.05, -0.16, 0.17, 0.03, 9.74
0.10, 0.08, -0.03, 0.13, 0.00, 9.77
0.05, 0.05, 0.05, 0.13, 0.01, 9.82
-0.09, 0.17, -0.05, 0.16, -0.09, 9.98
-0.73, 0.20, -0.13, 0.16, -0.31, 10.19
-1.06, 0.21, -0.12, 0.04, -0.34, 10.09
-1.88, 0.32, 0.11, 0.14, -0.29, 10.17
-2.85, -0.21, 0.47, 0.37, -0.34, 10.17
-4.02, -0.78, 1.24, 0.65, -0.85, 10.28
-5.61, -0.74, 2.04, 0.36, -1.11, 10.53
-7.22, -1.08, 2.14, 0.35, -1.43, 10.38
-8.55, -0.36, 1.79, 0.22, -1.72, 10.20
-9.39, 0.97, 1.29, 0.23, -1.71, 10.00
-9.45, 1.65, 0.88, 0.18, -1.51, 9.89
-8.90, 2.14, 0.67, 0.34, -1.66, 10.01
-8.15, 2.37, 0.68, 0.24, -1.81, 10.05
-7.12, 2.18, 0.81, 0.10, -1.96, 10.00
-6.03, 1.65, 0.92, 0.04, -2.10, 9.83
-5.00, 1.53, 0.88, -0.09, -2.10, 9.77
-4.57, 1.24, 0.82, -0.07, -2.07, 9.65
-3.42, 0.51, 0.44, -0.06, -1.94, 9.40
-2.30, -0.17, 0.19, -0.01, -1.86, 9.13
-1.08, -0.35, 0.03, -0.12, -1.72, 9.06
0.05, -0.41, -0.27, 0.01, -1.61, 8.95
1.35, -0.74, -0.28, 0.10, -1.55, 8.78
2.62, -0.87, -0.34, -0.07, -1.27, 8.77
3.78, -1.34, -0.55, 0.09, -1.13, 8.50
4.87, -1.01, -0.43, 0.39, -1.03, 8.16
5.80, 0.76, -0.11, 0.54, -0.93, 7.94
6.93, 2.91, 0.17, 0.26, -0.86, 8.16
8.15, 4.97, -0.31, -0.19, -0.72, 8.66
9.05, 6.49, -1.57, -0.51, -0.58, 9.07
9.83, 6.67, -2.78, -0.56, -0.44, 9.55
10.08, 6.49, -3.21, -0.52, -0.37, 9.72
10.34, 5.63, -3.48, -0.41, -0.23, 9.93
10.19, 3.97, -3.30, -0.58, -0.09, 10.27
10.03, 1.26, -2.94, -0.63, 0.28, 10.72
9.83, -1.98, -2.66, -0.50, 0.42, 10.88
9.58, -4.30, -2.24, -0.34, 0.34, 10.95
9.17, -5.69, -2.24, -0.24, 0.08, 11.14
8.43, -6.52, -2.45, -0.12, 0.05, 11.11
7.26, -6.54, -3.30, 0.10, 0.08, 11.11
5.31, -5.18, -4.51, 0.17, 0.02, 11.36
2.59, -3.86, -5.19, 0.45, 0.05, 11.14
-0.24, -2.59, -5.39, 0.63, 0.21, 10.96
-3.23, -1.69, -4.88, 0.74, 0.32, 11.06
-5.98, -0.95, -4.19, 0.53, 0.18, 11.09
-7.23, -0.91, -3.83, 0.41, 0.08, 11.17
-9.25, -1.66, -3.31, 0.29, -0.09, 11.18
-10.89, -2.17, -3.20, 0.40, -0.24, 10.81
-12.03, -1.49, -3.11, 0.56, -0.55, 10.39
-12.54, 0.05, -2.62, 0.56, -0.66, 10.29
-12.73, 0.87, -2.14, 0.58, -0.56, 9.79
-12.44, 1.95, -1.63, 0.52, -0.76, 9.83
-11.74, 2.79, -1.08, 0.07, -0.88, 10.05
-11.01, 2.04, -0.53, 0.11, -0.97, 9.88
-9.83, 0.43, 0.11, 0.26, -0.95, 9.38
-8.32, -0.34, 0.63, 0.03, -0.82, 9.30
-7.21, -1.18, 0.69, 0.02, -0.97, 9.08
-5.96, -1.63, 0.63, 0.05, -0.98, 8.71
-4.60, -1.84, 0.59, 0.21, -0.99, 8.63
-4.00, -1.85, 0.60, 0.44, -1.05, 8.52
-2.75, -0.85, 0.64, 0.25, -1.06, 8.48
-1.49, -0.59, 0.72, 0.09, -0.91, 8.85
-0.33, -1.31, 0.63, 0.31, -1.01, 8.60
0.72, -1.27, 0.41, 0.45, -1.04, 8.73
1.27, -1.06, 0.43, 0.22, -0.75, 8.88
1.66, -1.03, 0.42, 0.45, -0.72, 9.00
1.97, -0.20, 0.42, 0.75, -0.95, 8.93
2.33, 1.04, 0.68, 0.32, -0.64, 9.24
2.57, 1.14, 0.85, 0.43, -0.61, 9.73
2.69, 1.67, 0.93, 0.43, -0.85, 9.84
2.58, 2.19, 0.79, 0.37, -0.61, 9.94
2.10, 2.17, 1.11, 0.37, -0.85, 10.18
1.82, 2.17, 1.14, 0.29, -0.89, 10.35
1.70, 1.56, 1.11, 0.12, -0.45, 10.25
1.79, 1.24, 1.08, 0.19, -0.41, 10.52
1.72, 1.07, 1.12, 0.29, -0.69, 10.44
1.85, 1.71, 1.50, 0.26, -0.52, 10.59
1.67, 0.90, 2.07, 0.33, -0.54, 10.68
1.43, 0.45, 2.59, 0.31, -0.38, 10.38
1.11, 0.72, 2.87, 0.33, -0.49, 10.48
0.55, 0.19, 3.22, 0.13, -0.43, 10.29
0.10, -0.50, 3.36, 0.24, -0.09, 9.94
-0.38, -0.21, 2.98, 0.15, -0.29, 10.14
-1.12, -0.43, 2.62, 0.30, -0.44, 9.81
-1.39, -0.49, 2.64, 0.30, -0.11, 9.46
-1.98, 0.43, 2.60, 0.45, -0.21, 9.65
-2.38, 1.61, 2.76, 0.31, -0.51, 9.39
-2.44, 2.00, 2.74, 0.19, -0.43, 9.38
-2.51, 1.92, 2.43, 0.03, -0.07, 9.43
-2.88, 2.17, 1.95, -0.22, -0.44, 9.78
-3.03, 1.47, 1.46, -0.24, -0.49, 9.68
-2.75, 0.54, 0.99, -0.43, -0.24, 9.55
-2.85, 0.01, 0.47, -0.24, -0.60, 9.97
-2.75, -0.07, 0.32, -0.43, -0.43, 9.65
-2.29, -1.05, 0.08, -0.37, -0.18, 9.96
-2.31, -2.08, -0.16, -0.41, -0.46, 9.97
-2.02, -2.53, -0.44, -0.41, -0.33, 9.96
-1.85, -3.50, -0.74, -0.05, -0.27, 9.52
-1.30, -2.42, -0.91, -0.26, -0.72, 9.97
-1.02, -1.60, -1.25, -0.01, -0.36, 9.65
-0.63, -0.72, -1.57, -0.04, -0.51, 9.83
-0.43, -0.51, -1.75, -0.05, -0.76, 10.10
0.00, -0.45, -2.17, -0.03, -0.46, 9.74
0.22, 0.21, -2.40, 0.19, -0.60, 9.74
0.39, 0.92, -2.39, 0.02, -0.82, 9.85
0.68, 1.23, -2.69, -0.04, -0.48, 10.15
0.80, 0.54, -2.66, 0.18, -0.47, 9.75
1.14, -0.16, -2.21, -0.03, -0.65, 10.23
1.26, -1.68, -1.89, 0.23, -0.50, 9.63
1.55, -1.97, -1.57, 0.38, -0.75, 9.60
1.48, -1.83, -1.19, 0.47, -0.69, 9.56
1.65, -1.09, -1.22, 0.40, -0.59, 9.30
1.59, -0.31, -1.39, 0.50, -0.63, 9.21
1.82, 0.65, -1.63, 0.48, -0.63, 9.30
1.73, 1.52, -1.78, 0.61, -0.73, 9.17
1.68, 1.93, -1.75, 0.57, -0.81, 9.22
1.63, 2.01, -1.69, 0.64, -0.66, 9.40
1.52, 2.63, -1.27, 0.49, -0.45, 9.34
1.59, 2.78, -1.17, 0.25, -0.42, 9.35
1.82, 2.57, -1.29, 0.31, -0.45, 9.59
1.86, 2.37, -1.49, 0.14, -0.41, 9.35
2.22, 1.88, -1.73, 0.31, -0.47, 9.78
2.59, 1.06, -1.48, 0.54, -0.23, 9.16
3.25, 1.85, -1.21, 0.42, -0.29, 9.41
3.83, 2.14, -1.03, 0.41, -0.19, 9.62
4.32, 2.43, -0.77, 0.12, -0.25, 9.54
4.59, 2.55, -0.99, 0.07, -0.29, 9.99
4.65, 1.55, -1.44, 0.28, -0.17, 9.60
4.75, 2.03, -1.61, 0.14, -0.07, 9.63
4.68, 2.26, -1.69, 0.24, -0.11, 9.88
4.38, 2.73, -1.66, 0.30, 0.16, 9.86
4.10, 3.62, -1.40, 0.02, 0.08, 9.85
3.94, 3.79, -1.38, 0.07, 0.12, 10.62
3.43, 2.50, -1.22, -0.13, 0.22, 10.05
2.98, 2.01, -1.24, -0.04, 0.09, 10.58
2.08, 1.17, -1.12, -0.07, 0.37, 10.22
1.62, 1.70, -0.96, -0.05, 0.11, 10.48
0.92, 1.40, -1.01, 0.07, 0.16, 10.61
0.16, 0.89, -0.69, 0.04, 0.04, 10.28
-0.31, 0.65, -0.43, 0.18, -0.11, 10.65
-0.97, 0.72, -0.69, 0.05, 0.11, 10.04
-1.12, 1.31, -0.77, -0.02, -0.05, 10.29
-1.82, 1.41, -0.98, 0.24, -0.24, 10.54
-2.26, 1.43, -0.91, 0.03, -0.09, 9.94
-2.28, 1.71, -1.05, 0.31, -0.31, 10.28
-2.66, 1.85, -0.95, -0.09, -0.12, 9.82
-2.71, 2.28, -1.17, -0.02, -0.34, 10.10
-2.68, 1.50, -1.36, -0.08, -0.40, 9.86
-2.68, 0.28, -1.59, -0.13, -0.44, 9.97
-2.79, -1.36, -1.52, 0.32, -0.44, 9.64
-2.61, -1.54, -1.11, 0.23, 0.09, 9.33
-2.27, -1.24, -0.51, 0.73, -0.45, 9.06
-1.59, -0.13, 0.08, -0.02, -0.23, 9.15
-1.35, -0.40, -0.07, 0.28, -0.47, 9.28
-0.96, -0.43, -0.22, 0.26, -0.41, 8.93
-0.63, -0.18, -0.30, 0.21, -0.10, 9.01
-0.40, 0.18, -0.26, 0.73, -0.37, 8.95
0.26, 1.90, 0.34, 0.17, -0.28, 8.95
0.85, 2.75, 0.41, 0.12, -0.50, 9.35
1.01, 2.91, 0.33, -0.13, -0.57, 9.41
1.43, 2.59, -0.10, -0.23, -0.33, 9.77
2.11, 1.84, -0.34, -0.13, -0.31, 9.48
2.88, 1.55, -0.34, -0.41, -0.14, 10.15
3.30, 0.72, -0.27, 0.16, -0.53, 9.53
4.02, 1.23, -0.04, -0.32, -0.23, 10.60
4.23, -0.56, -0.04, 0.07, -0.34, 10.14
4.46, -0.98, -0.07, -0.17, -0.13, 10.35
4.65, -1.48, -0.01, 0.23, -0.23, 10.01
5.11, -0.74, 0.05, -0.13, -0.02, 10.25
5.12, -0.67, -0.05, 0.04, -0.07, 10.49
5.05, -0.97, -0.13, 0.43, -0.30, 9.48
5.33, 0.60, -0.46, -0.20, 0.06, 10.65
4.88, 0.17, -0.98, 0.31, -0.19, 9.88
4.65, 1.05, -1.35, 0.09, 0.04, 10.36
3.92, 0.82, -1.55, 0.65, -0.05, 10.06
3.33, 1.25, -1.20, 0.04, 0.27, 9.96
2.34, 0.99, -1.16, 0.25, 0.13, 10.19
1.61, 0.66, -1.31, -0.10, 0.35, 10.00
0.58, -0.48, -1.40, 0.14, 0.37, 10.21
-0.31, -1.39, -1.27, 0.26, 0.34, 9.96
-1.16, -1.93, -0.79, 0.02, 0.53, 9.91
-1.74, -2.34, -0.37, 0.31, 0.10, 9.76
-1.87, -2.05, -0.23, -0.15, 0.23, 9.79
-2.24, -2.34, -0.14, 0.10, 0.13, 10.17
-2.53, -2.59, 0.08, 0.10, 0.20, 10.07
-2.57, -2.88, 0.32, -0.01, 0.29, 9.98
-2.45, -2.62, 0.73, 0.14, 0.09, 9.89
-2.33, -2.22, 0.95, -0.49, 0.50, 10.34
-2.49, -3.52, 0.72, 0.25, -0.00, 9.96
-2.25, -3.74, 0.84, -0.33, 0.50, 10.40
-2.56, -4.49, 1.09, 0.39, 0.09, 9.79
-2.49, -3.85, 1.36, -0.15, 0.33, 10.23
-2.92, -4.42, 1.21, 0.38, -0.18, 9.84
-2.85, -4.07, 1.14, 0.15, 0.25, 9.95
-2.88, -4.06, 0.89, 0.45, -0.20, 9.63
-2.70, -2.78, 0.72, 0.43, 0.01, 9.44
-2.51, -1.73, 0.64, 0.26, 0.00, 9.73
-2.42, -0.61, 0.16, 0.47, -0.58, 9.50
-2.28, 0.57, -0.42, 0.32, -0.20, 9.85
-2.17, 0.44, -0.95, 0.46, -0.66, 9.40
-1.66, 1.45, -1.38, 0.23, -0.12, 9.52
-1.53, 1.82, -1.50, 0.38, -0.77, 9.46
-1.34, 2.11, -1.40, 0.41, -0.38, 9.42
-1.14, 2.03, -1.32, 0.38, -0.79, 9.38
-1.05, 2.20, -1.26, 0.12, -0.21, 9.47
-0.81, 1.62, -1.23, 0.05, -0.76, 9.71
-0.54, 0.60, -1.29, 0.07, -0.20, 9.29
-0.10, -0.15, -1.07, 0.29, -0.55, 9.55
0.18, -0.54, -0.57, 0.24, -0.26, 9.03
0.45, -0.15, -0.27, 0.16, -0.61, 9.61
0.40, -0.59, -0.28, 0.23, -0.69, 9.35
0.55, -0.33, -0.50, -0.14, 0.08, 9.55
0.56, -0.88, -0.51, 0.38, -0.53, 9.51
0.93, -0.37, -0.31, 0.09, 0.12, 9.28
1.39, 0.59, -0.12, 0.01, -0.58, 9.76
1.76, 0.35, -0.36, -0.44, 0.13, 10.28
1.92, -1.50, -0.82, -0.03, -0.22, 10.05
2.17, -2.45, -0.79, 0.28, 0.23, 10.02
2.44, -2.49, -0.56, 0.34, 0.11, 9.75
2.73, -1.64, -0.33, 0.32, 0.18, 10.00
2.67, -0.82, -0.48, 0.20, 0.23, 9.88
2.78, -0.21, -0.90, 0.56, 0.09, 10.12
2.75, 0.05, -1.01, 0.40, 0.24, 10.11
2.67, 0.60, -1.17, 0.54, 0.03, 9.99
2.74, 1.33, -1.21, 0.34, 0.36, 9.95
2.71, 2.24, -1.22, 0.27, 0.07, 10.27
2.22, 1.88, -1.38, 0.46, 0.46, 10.20
2.03, 1.69, -1.16, 0.44, 0.03, 10.27
1.52, 1.38, -1.06, 0.46, 0.32, 9.74
1.21, 2.39, -1.01, 0.09, 0.11, 10.44
0.25, 1.80, -1.22, 0.48, 0.21, 9.70
-0.11, 2.03, -1.20, 0.39, 0.17, 10.26
-1.02, 0.79, -0.82, 0.66, 0.19, 9.63
-1.50, 1.43, -0.19, 0.14, 0.14, 9.87
-2.31, 1.50, 0.26, 0.26, -0.05, 9.65
-2.71, 1.69, 0.21, -0.15, 0.13, 10.40
-3.27, 0.02, 0.22, 0.07, 0.07, 10.06
-3.30, -0.98, 0.72, -0.02, 0.18, 9.67
-3.23, -0.82, 0.89, -0.07, -0.02, 10.22
-3.57, -1.33, 1.27, -0.13, 0.22, 9.66
-3.47, -0.92, 1.66, -0.24, -0.08, 10.38
-4.03, -1.96, 1.79, -0.17, -0.05, 9.74
-4.10, -2.09, 1.59, -0.56, -0.07, 10.21
-4.55, -3.43, 1.25, -0.16, 0.11, 9.44
-4.26, -2.78, 1.05, -0.43, 0.11, 10.60
-4.55, -4.65, 1.11, 0.32, 0.28, 9.55
-4.04, -4.06, 1.62, 0.29, 0.27, 9.53
-4.01, -2.94, 2.33, 0.47, 0.07, 9.75
-3.68, -1.19, 2.84, 0.23, -0.02, 9.16
-3.37, -0.35, 3.15, 0.66, -0.14, 10.25
-3.17, -0.82, 3.56, 0.48, 0.31, 9.58
-2.61, -0.22, 3.93, 0.87, 0.04, 9.51
-2.04, 0.63, 4.36, 0.72, 0.17, 9.83
-1.73, 1.11, 5.22, 0.40, 0.17, 9.62
-1.47, 0.46, 6.01, 0.66, 0.00, 10.18
-1.07, -1.61, 6.61, 0.50, 0.15, 9.80
-0.77, -2.44, 7.51, 0.75, 0.11, 9.93
-0.82, -2.80, 8.48, 0.76, 0.01, 9.61
-0.79, -2.87, 9.54, 1.04, 0.02, 9.56
-0.84, -2.55, 10.62, 0.91, -0.16, 9.60
-1.43, -2.81, 11.12, 0.72, -0.01, 9.92
-2.03, -2.61, 11.32, 0.82, 0.03, 9.40
-2.32, -1.46, 11.70, 0.99, -0.23, 9.20
-2.58, -0.04, 12.57, 0.92, 0.20, 9.51
-2.99, 0.85, 13.13, 0.74, 0.07, 9.41
-3.44, 2.75, 14.14, 0.58, -0.43, 9.83
-3.86, 2.37, 14.88, 0.14, -0.49, 9.75
-4.17, 1.26, 15.51, 0.04, -0.43, 10.65
-4.52, -0.38, 16.02, -0.12, -0.51, 9.99
-4.08, -0.53, 16.78, -0.05, -0.44, 9.89
-3.20, -1.09, 17.31, -0.16, -0.40, 9.92
-2.48, -1.37, 17.23, -0.15, -0.17, 9.81
-1.63, -0.93, 16.84, -0.17, -0.49, 9.80
-0.64, -0.69, 16.56, 0.00, -0.83, 9.56
0.41, 0.01, 16.20, -0.32, -0.15, 9.98
1.15, -0.65, 16.01, 0.11, -0.16, 9.61
2.14, -0.26, 16.24, 0.02, -0.27, 9.73
2.43, -0.69, 16.47, -0.13, 0.01, 9.76
2.92, -2.49, 16.73, 0.22, 0.39, 9.39
3.55, -3.11, 17.43, 0.55, 0.26, 9.17
4.04, -2.82, 18.30, 0.44, 0.32, 9.22
4.14, -3.19, 18.65, 0.47, 0.60, 9.30
4.01, -3.27, 18.73, 0.31, 0.26, 9.30
4.21, -2.88, 18.55, 0.70, 0.65, 8.98
4.23, -2.40, 18.81, 0.44, 0.55, 9.22
3.91, -1.70, 19.18, 0.71, 0.72, 9.24
3.57, 0.01, 19.62, 0.40, 0.69, 9.36
2.64, 0.35, 19.83, 0.50, 0.57, 9.58
1.76, 0.64, 19.79, 0.08, 0.51, 10.18
1.30, 0.44, 19.58, -0.16, 0.63, 10.21
0.40, 0.00, 18.87, 0.11, 0.31, 10.11
-0.12, 0.06, 18.47, 0.26, 0.50, 10.08
-0.27, 1.43, 17.70, -0.14, 0.39, 10.64
-1.05, 2.17, 16.52, 0.03, 0.36, 10.75
-1.82, 2.98, 15.59, -0.13, 0.11, 10.76
-2.56, 3.03, 14.90, -0.15, 0.32, 11.07
-3.28, 2.44, 14.28, -0.25, 0.48, 11.25
-4.39, 1.46, 14.10, -0.24, 0.42, 11.23
-5.34, -0.07, 14.16, -0.34, 0.43, 11.10
-6.16, -1.67, 14.10, -0.36, 0.40, 11.06
-6.58, -2.35, 13.93, -0.28, 0.44, 10.94
-7.43, -3.82, 13.61, -0.22, 0.32, 10.72
-8.42, -5.07, 13.32, 0.17, 0.35, 10.20
-9.17, -4.90, 13.43, 0.15, -0.04, 10.20
-9.83, -4.93, 13.49, 0.44, 0.01, 9.75
-10.13, -4.55, 13.53, 0.27, -0.04, 9.55
-10.50, -3.97, 13.31, 0.18, -0.24, 9.42
-10.64, -3.88, 13.02, 0.48, -0.42, 9.14
-10.32, -3.72, 12.97, 0.48, -0.54, 8.73
-9.71, -3.31, 12.98, 0.54, -0.59, 8.59
-8.64, -1.77, 12.60, 0.47, -0.75, 8.33
-7.30, -0.70, 12.18, 0.67, -0.99, 8.15
-5.29, 0.49, 11.86, 0.49, -1.09, 7.97
-2.77, 1.63, 11.38, 0.18, -0.97, 8.56
-1.55, 1.80, 11.02, 0.29, -0.93, 8.80
0.74, 1.89, 10.89, 0.75, -1.21, 8.20
3.36, 2.90, 11.27, 0.39, -1.01, 8.52
5.24, 2.72, 11.45, 0.32, -0.84, 8.50
6.90, 2.78, 11.31, 0.06, -0.80, 8.86
8.00, 2.41, 11.02, 0.18, -1.02, 8.85
8.99, 2.07, 10.35, -0.14, -0.67, 9.20
9.32, 2.01, 9.09, 0.12, -0.37, 9.23
9.54, 3.12, 8.71, 0.22, -0.61, 9.32
9.61, 4.04, 8.61, -0.02, -0.22, 9.87
9.23, 3.37, 8.14, -0.03, -0.31, 10.10
8.94, 2.36, 7.92, 0.00, -0.01, 10.18
8.64, 1.69, 8.02, 0.12, 0.01, 10.20
8.22, 1.54, 8.09, 0.19, 0.10, 10.31
7.94, 1.74, 8.14, 0.28, -0.07, 10.18
7.59, 2.75, 8.19, 0.19, -0.34, 10.42
7.09, 3.11, 7.74, -0.11, -0.05, 10.59
6.43, 3.16, 6.84, -0.04, 0.16, 10.72
5.94, 3.91, 6.48, 0.23, -0.07, 10.22
5.23, 4.95, 6.87, -0.04, -0.07, 10.31
4.30, 5.11, 7.11, -0.21, 0.11, 10.57
3.54, 3.77, 6.99, -0.37, 0.16, 10.85
2.63, 1.46, 6.99, -0.19, 0.33, 10.44
2.37, 0.11, 7.30, -0.24, 0.33, 10.37
2.02, -0.73, 7.90, 0.11, 0.24, 9.70
1.99, -0.31, 8.70, 0.13, 0.00, 9.68
1.78, -0.05, 8.97, -0.11, 0.44, 10.26
1.26, -0.86, 8.58, 0.04, 0.30, 9.74
1.00, -0.88, 8.37, 0.14, 0.35, 9.69
0.72, -0.60, 8.48, 0.50, 0.38, 9.41
0.40, -0.03, 9.03, 0.43, 0.50, 9.52
-0.13, 0.55, 9.28, 0.22, 0.40, 10.05
-0.96, -0.23, 9.25, 0.76, 0.25, 9.55
-1.02, 0.08, 9.45, 0.56, 0.16, 9.67
-1.08, 0.49, 9.40, 0.74, 0.27, 9.88
-1.02, 1.74, 9.30, 0.73, -0.06, 9.72
-0.93, 3.14, 9.35, 1.12, -0.10, 9.80
-0.57, 4.43, 9.41, 0.57, -0.06, 9.89
-0.55, 4.78, 9.38, 0.66, 0.09, 10.21
-0.32, 5.11, 9.52, 0.59, -0.23, 9.87
-0.03, 4.78, 9.92, 0.37, 0.11, 10.18
0.30, 3.68, 10.40, 0.48, 0.06, 10.19
0.49, 3.13, 10.77, 0.38, -0.05, 10.18
0.86, 1.81, 11.47, 0.27, 0.01, 10.00
1.58, 0.84, 12.01, 0.24, -0.09, 9.81
2.14, 0.98, 11.86, 0.18, 0.09, 9.90
2.49, 1.12, 11.61, 0.26, -0.16, 9.57
2.49, 1.63, 11.34, 0.22, 0.25, 9.63
