Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
-0.04, 0.07, -0.05, -0.05, 0.05, 9.85
0.04, 0.11, -0.11, -0.04, 0.09, 9.87
0.08, 0.15, -0.02, -0.07, 0.04, 9.81
-0.10, 0.05, -0.06, -0.00, 0.03, 9.81
-0.07, 0.00, 0.00, -0.04, 0.03, 9.79
-0.03, 0.04, 0.02, -0.04, 0.07, 9.84
-0.02, 0.01, 0.02, -0.02, 0.10, 9.85
-0.02, 0.06, -0.04, 0.01, 0.07, 9.90
0.02, 0.02, -0.05, -0.02, 0.11, 9.84
-0.08, -0.03, -0.02, -0.02, 0.11, 9.83
-0.16, -0.11, 0.05, 0.03, 0.10, 9.89
-0.13, 0.07, 0.10, -0.05, 0.05, 9.86
-0.04, -0.02, 0.06, -0.04, 0.03, 9.84
-0.12, -0.05, 0.07, -0.01, 0.02, 9.84
-0.08, 0.13, 0.05, -0.01, 0.12, 9.83
-0.10, 0.11, -0.04, 0.00, 0.06, 9.77
-0.10, 0.07, -0.05, 0.03, 0.05, 9.84
-0.06, 0.03, 0.02, 0.03, 0.10, 9.81
-0.14, 0.12, -0.07, -0.01, 0.06, 9.82
0.02, 0.10, 0.03, -0.04, 0.05, 9.78
0.07, 0.05, -0.03, -0.00, 0.08, 9.87
0.04, 0.05, -0.05, -0.03, 0.10, 9.79
-0.17, 0.02, 0.00, -0.00, 0.09, 9.85
-0.08, 0.02, -0.01, 0.02, 0.05, 9.93
0.07, -0.12, 0.08, 0.01, 0.06, 9.84
-0.02, 0.09, 0.08, 0.01, 0.10, 9.80
0.05, 0.06, 0.05, -0.01, 0.07, 9.81
0.02, 0.05, 0.00, 0.02, 0.05, 9.81
-0.07, 0.02, -0.04, -0.02, 0.06, 9.85
-0.06, 0.02, 0.09, 0.01, 0.01, 9.81
0.05, -0.08, 0.01, -0.01, 0.05, 9.77
0.08, -0.02, 0.08, -0.04, 0.05, 9.88
-0.02, -0.02, -0.02, -0.03, 0.06, 9.83
-0.08, -0.05, -0.11, -0.03, 0.09, 9.87
0.01, 0.02, 0.05, -0.03, 0.07, 9.85
-0.09, 0.10, 0.02, -0.02, 0.06, 9.80
-0.09, -0.02, 0.09, -0.02, 0.08, 9.82
0.01, 0.04, -0.08, -0.02, 0.11, 9.81
-0.07, -0.02, -0.11, -0.03, 0.07, 9.86
-0.08, 0.04, -0.14, 0.00, 0.12, 9.82
-0.11, 0.08, -0.03, -0.03, 0.09, 9.83
-0.01, 0.00, -0.03, 0.04, 0.05, 9.79
-0.07, -0.08, 0.04, -0.00, 0.02, 9.83
0.01, -0.10, -0.11, -0.02, 0.05, 9.78
-0.02, 0.06, -0.08, -0.07, 0.10, 9.78
-0.06, 0.05, 0.04, -0.00, 0.04, 9.74
-0.03, -0.11, 0.01, 0.05, 0.07, 9.74
0.05, -0.24, -0.02, -0.01, 0.08, 9.77
-0.12, 0.01, 0.05, -0.02, 0.06, 9.90
-0.08, -0.02, -0.05, 0.00, 0.05, 9.91
-0.03, 0.02, -0.02, -0.03, 0.06, 9.83
-0.01, 0.03, -0.02, 0.02, 0.05, 9.78
-0.05, -0.07, 0.01, -0.04, 0.09, 9.81
-0.08, 0.02, 0.02, -0.01, 0.14, 9.83
-0.14, -0.02, -0.07, -0.05, 0.09, 9.84
0.02, 0.14, -0.08, 0.00, 0.06, 9.81
-0.09, -0.03, -0.16, -0.03, 0.06, 9.81
-0.10, -0.03, -0.08, -0.03, 0.10, 9.81
-0.17, -0.05, -0.05, -0.03, 0.05, 9.81
-0.14, -0.13, 0.02, -0.01, 0.08, 9.82
0.03, -0.11, -0.02, -0.01, 0.07, 9.77
-0.16, -0.14, 0.00, -0.03, 0.05, 9.87
-0.09, -0.17, -0.02, -0.02, 0.10, 9.77
-0.04, -0.14, -0.07, -0.04, 0.09, 9.77
-0.02, 0.03, -0.09, -0.05, 0.05, 9.80
0.08, 0.10, -0.11, 0.03, 0.05, 9.79
-0.05, 0.07, -0.07, -0.01, 0.09, 9.81
-0.04, 0.06, 0.05, -0.03, 0.07, 9.78
-0.02, 0.00, 0.01, 0.02, 0.05, 9.77
-0.06, 0.06, 0.02, 0.02, 0.07, 9.79
0.01, 0.06, 0.02, 0.02, 0.08, 9.77
-0.02, 0.02, 0.05, -0.00, 0.07, 9.75
0.01, 0.01, -0.02, -0.01, 0.09, 9.82
0.04, 0.22, 0.04, -0.00, 0.07, 9.84
-0.05, -0.05, 0.12, -0.02, 0.06, 9.75
-0.05, -0.06, 0.00, -0.03, 0.07, 9.75
-0.05, -0.17, -0.10, -0.03, 0.06, 9.81
-0.04, -0.02, 0.08, 0.03, 0.09, 9.83
-0.08, 0.02, -0.02, -0.01, 0.06, 9.85
0.02, -0.03, -0.04, -0.01, 0.03, 9.79
-0.05, 0.04, -0.11, -0.00, 0.08, 9.86
0.04, 0.07, -0.06, 0.00, 0.05, 9.81
-0.08, 0.06, 0.00, -0.03, 0.11, 9.83
-0.02, -0.08, 0.02, -0.04, 0.07, 9.84
-0.10, 0.02, 0.01, 0.03, 0.04, 9.83
-0.08, 0.12, 0.05, -0.02, 0.08, 9.84
0.03, 0.01, -0.02, -0.04, 0.05, 9.80
-0.09, -0.02, 0.04, 0.04, 0.09, 9.89
-0.10, 0.05, 0.01, -0.01, 0.06, 9.84
-0.06, 0.02, -0.08, -0.03, 0.11, 9.82
-0.07, -0.04, 0.08, 0.00, 0.07, 9.84
-0.07, -0.05, 0.14, 0.03, 0.06, 9.83
-0.10, -0.18, 0.05, -0.06, 0.07, 9.86
-0.12, -0.01, -0.02, -0.03, 0.08, 9.83
0.02, 0.16, -0.11, -0.05, 0.08, 9.78
-0.08, -0.05, -0.04, -0.02, 0.05, 9.78
-0.15, 0.01, -0.06, -0.03, 0.04, 9.80
-0.06, -0.01, -0.02, -0.06, 0.07, 9.77
-0.04, -0.13, 0.11, -0.06, 0.09, 9.80
-0.14, 0.02, 0.13, 0.01, 0.09, 9.88
-0.20, -0.02, -0.02, -0.00, 0.06, 9.76
-0.09, 0.14, -0.07, -0.08, 0.09, 9.82
-0.06, 0.07, 0.01, -0.01, 0.07, 9.82
0.01, 0.02, -0.02, -0.03, 0.06, 9.84
-0.10, -0.11, -0.03, 0.00, 0.03, 9.86
-0.05, -0.18, 0.00, -0.04, 0.06, 9.81
0.02, -0.09, 0.10, -0.01, 0.11, 9.79
-0.02, -0.05, -0.03, -0.05, 0.06, 9.85
-0.02, -0.03, -0.08, -0.06, 0.04, 9.76
-0.12, -0.06, -0.05, -0.03, 0.03, 9.81
-0.01, 0.04, -0.03, 0.01, 0.07, 9.82
0.04, 0.13, -0.05, -0.01, 0.03, 9.86
-0.05, 0.02, -0.14, 0.03, 0.11, 9.86
-0.14, -0.03, -0.05, -0.03, 0.06, 9.82
-0.11, -0.04, 0.01, -0.03, 0.07, 9.82
-0.11, 0.02, 0.05, -0.06, 0.07, 9.84
-0.13, -0.06, -0.02, 0.00, 0.03, 9.83
-0.12, 0.00, 0.05, 0.02, 0.05, 9.81
-0.07, 0.05, 0.02, -0.03, 0.06, 9.78
-0.17, 0.00, 0.00, -0.03, 0.04, 9.78
-0.14, 0.02, -0.02, -0.01, 0.10, 9.75
-0.05, -0.06, -0.03, -0.08, 0.08, 9.79
-0.08, -0.01, 0.02, -0.06, 0.10, 9.88
-0.08, 0.12, 0.08, 0.00, 0.03, 9.83
-0.05, 0.08, 0.03, -0.05, 0.10, 9.78
-0.02, 0.08, -0.10, -0.06, 0.06, 9.78
0.02, -0.08, -0.04, -0.05, 0.04, 9.75
-0.02, -0.09, -0.05, -0.07, 0.06, 9.78
-0.08, 0.14, -0.14, -0.04, 0.09, 9.85
-0.08, -0.07, -0.08, -0.01, 0.07, 9.81
0.07, -0.08, -0.01, -0.03, 0.05, 9.83
-0.02, 0.01, 0.01, -0.04, 0.08, 9.79
-0.13, -0.01, -0.12, 0.00, 0.08, 9.90
-0.02, 0.06, 0.09, 0.00, 0.07, 9.79
-0.08, 0.08, 0.02, -0.04, 0.09, 9.82
-0.09, -0.08, -0.07, -0.02, 0.09, 9.88
0.00, -0.11, -0.08, -0.06, 0.08, 9.84
0.03, -0.02, 0.01, 0.01, 0.04, 9.83
-0.08, 0.01, 0.07, -0.00, 0.06, 9.85
-0.06, -0.10, -0.05, 0.03, 0.03, 9.77
-0.12, -0.14, -0.08, -0.00, 0.05, 9.76
-0.07, 0.13, 0.00, 0.01, 0.06, 9.81
0.01, 0.00, -0.11, 0.01, 0.08, 9.76
-0.06, -0.16, 0.05, -0.01, 0.11, 9.77
-0.08, 0.07, 0.14, -0.00, 0.08, 9.81
-0.01, -0.05, -0.10, -0.03, 0.09, 9.81
-0.06, 0.03, -0.04, -0.02, 0.09, 9.82
-0.11, 0.11, 0.05, 0.01, 0.03, 9.83
-0.11, 0.07, -0.02, -0.04, 0.02, 9.78
-0.05, 0.03, -0.11, -0.02, 0.05, 9.78
-0.01, 0.00, -0.03, 0.00, 0.07, 9.83
-0.05, 0.06, -0.05, -0.05, 0.09, 9.82
-0.14, -0.07, -0.10, 0.02, 0.04, 9.81
-0.06, 0.12, -0.02, 0.02, 0.05, 9.77
0.06, 0.00, 0.05, -0.03, 0.06, 9.83
-0.02, -0.03, -0.01, -0.02, 0.03, 9.87
-0.05, -0.10, -0.04, -0.01, 0.05, 9.86
-0.05, 0.12, -0.04, -0.02, 0.08, 9.84
0.01, 0.05, -0.05, -0.03, 0.06, 9.84
-0.10, 0.07, 0.03, -0.03, 0.07, 9.84
-0.06, 0.11, -0.08, -0.00, 0.04, 9.84
-0.03, 0.04, -0.09, -0.03, 0.08, 9.87
-0.11, -0.03, 0.01, -0.06, 0.10, 9.86
-0.08, 0.14, -0.05, -0.02, 0.09, 9.88
-0.31, 0.12, -0.13, -0.06, 0.10, 9.84
-0.12, 0.03, -0.08, 0.01, 0.09, 9.84
-0.06, -0.03, 0.06, -0.03, 0.06, 9.78
-0.04, -0.05, 0.05, -0.05, 0.07, 9.82
-0.02, 0.00, -0.12, -0.04, 0.11, 9.82
-0.02, 0.00, -0.06, -0.01, 0.09, 9.89
0.06, 0.09, 0.22, 0.01, 0.12, 9.84
-0.01, 0.04, 0.07, -0.01, 0.07, 9.81
-0.03, 0.00, 0.08, -0.02, 0.03, 9.80
-0.04, -0.10, -0.05, -0.06, 0.04, 9.80
-0.08, -0.08, -0.02, -0.02, 0.07, 9.78
0.08, -0.02, 0.03, 0.00, 0.05, 9.83
-0.08, 0.00, 0.02, 0.00, 0.08, 9.76
-0.11, 0.16, -0.02, -0.01, 0.10, 9.82
0.00, 0.06, -0.05, 0.01, 0.04, 9.78
-0.10, -0.03, -0.05, -0.04, 0.07, 9.78
-0.02, 0.04, -0.07, -0.03, 0.08, 9.77
-0.07, 0.04, -0.11, 0.03, 0.07, 9.75
-0.01, -0.05, -0.08, -0.01, 0.05, 9.81
0.08, -0.08, -0.02, 0.01, 0.06, 9.81
0.01, -0.03, -0.02, -0.02, 0.03, 9.83
0.01, 0.05, 0.00, -0.03, 0.09, 9.76
-0.02, 0.02, -0.02, 0.02, 0.07, 9.79
-0.07, 0.01, -0.09, -0.03, 0.07, 9.79
-0.10, -0.09, 0.07, -0.03, 0.08, 9.78
-0.11, 0.05, 0.07, -0.04, 0.01, 9.83
-0.12, 0.05, -0.08, 0.01, 0.09, 9.76
-0.10, 0.03, 0.05, -0.02, 0.06, 9.82
-0.03, -0.05, 0.01, -0.02, 0.07, 9.77
-0.04, 0.11, -0.08, -0.03, 0.07, 9.75
0.00, 0.05, -0.09, -0.02, 0.01, 9.83
-0.07, -0.15, -0.02, -0.00, 0.06, 9.78
-0.09, 0.00, -0.02, -0.02, 0.09, 9.75
-0.09, -0.02, -0.03, -0.07, 0.07, 9.80
-0.02, 0.03, -0.09, -0.01, 0.07, 9.84
-0.05, 0.11, 0.17, -0.00, 0.08, 9.83
-0.08, 0.00, 0.11, -0.01, 0.06, 9.76
-0.06, 0.05, 0.03, -0.02, 0.06, 9.77
-0.02, 0.11, -0.04, -0.01, 0.04, 9.72
0.08, -0.01, -0.11, 0.01, 0.04, 9.82
0.02, -0.06, -0.02, -0.01, 0.03, 9.80
-0.01, 0.16, 0.14, 0.02, 0.06, 9.87
-0.02, 0.06, 0.14, 0.01, 0.08, 9.84
0.05, -0.05, 0.02, -0.01, 0.07, 9.78
0.05, -0.13, 0.00, -0.00, 0.05, 9.80
0.10, -0.02, 0.14, 0.01, 0.06, 9.75
-0.04, 0.21, 0.06, -0.02, 0.05, 9.82
-0.02, -0.03, -0.10, -0.05, 0.09, 9.76
-0.02, -0.04, -0.10, 0.02, 0.03, 9.81
-0.05, -0.06, 0.00, -0.05, 0.08, 9.85
-0.12, -0.04, -0.05, -0.04, 0.06, 9.83
-0.10, -0.03, 0.01, -0.06, 0.05, 9.83
-0.05, 0.14, -0.11, -0.05, 0.08, 9.83
-0.15, 0.18, 0.05, 0.03, 0.05, 9.84
-0.08, 0.14, -0.01, 0.04, 0.06, 9.83
-0.12, 0.02, -0.02, 0.00, 0.07, 9.82
-0.03, 0.02, -0.03, -0.01, 0.04, 9.83
-0.14, 0.02, -0.08, -0.01, 0.02, 9.77
-0.13, 0.01, -0.03, 0.02, 0.07, 9.84
-0.14, -0.18, 0.02, -0.01, 0.06, 9.77
-0.02, -0.09, 0.05, -0.03, 0.07, 9.86
-0.13, 0.10, -0.05, -0.03, 0.10, 9.80
-0.09, 0.05, -0.03, -0.03, 0.07, 9.88
-0.01, 0.06, 0.08, 0.04, 0.11, 9.79
-0.05, 0.01, 0.01, -0.01, 0.10, 9.79
-0.05, -0.03, 0.12, -0.02, 0.04, 9.81
-0.09, -0.03, -0.01, -0.01, 0.07, 9.83
-0.14, 0.11, 0.14, -0.03, 0.02, 9.83
-0.10, 0.01, 0.00, -0.01, 0.09, 9.87
-0.08, -0.02, -0.06, -0.02, 0.07, 9.83
-0.06, 0.02, 0.09, -0.00, 0.10, 9.81
-0.12, -0.02, -0.04, -0.02, 0.11, 9.80
-0.07, 0.09, 0.03, -0.07, 0.06, 9.84
-0.05, -0.05, 0.07, -0.05, -0.01, 9.79
-0.08, -0.04, -0.05, 0.01, 0.03, 9.74
0.03, 0.06, -0.15, -0.02, 0.08, 9.81
-0.03, 0.01, 0.00, -0.02, 0.07, 9.77
-0.15, -0.06, 0.10, -0.03, 0.07, 9.82
-0.07, 0.00, -0.04, -0.02, 0.04, 9.86
-0.08, 0.06, -0.11, -0.08, 0.05, 9.77
-0.08, 0.05, 0.03, -0.03, 0.08, 9.82
-0.05, 0.02, -0.02, 0.00, 0.07, 9.78
-0.10, -0.12, 0.02, 0.00, 0.05, 9.76
-0.18, 0.10, 0.12, -0.05, 0.06, 9.78
-0.06, 0.05, 0.00, 0.00, 0.03, 9.81
-0.12, -0.10, -0.05, -0.03, 0.05, 9.83
-0.19, 0.06, 0.03, -0.03, 0.09, 9.82
0.00, -0.02, -0.08, -0.01, 0.09, 9.78
-0.05, -0.08, -0.09, -0.04, 0.07, 9.80
-0.21, -0.08, -0.05, -0.03, 0.01, 9.84
-0.09, -0.02, 0.04, -0.05, -0.00, 9.78
-0.05, -0.09, 0.02, -0.02, 0.03, 9.82
-0.08, -0.04, 0.14, 0.02, 0.06, 9.80
-0.02, 0.02, 0.01, -0.04, 0.07, 9.80
-0.02, 0.02, 0.09, -0.03, 0.03, 9.80
0.04, 0.11, 0.02, -0.02, 0.05, 9.83
-0.05, -0.17, 0.02, 0.01, 0.08, 9.82
-0.06, -0.22, -0.01, -0.03, 0.09, 9.78
-0.14, 0.04, -0.02, 0.02, 0.07, 9.80
-0.01, 0.05, 0.08, 0.04, 0.06, 9.83
-0.01, 0.10, 0.11, 0.01, 0.04, 9.76
-0.04, 0.11, 0.00, 0.01, 0.07, 9.84
-0.02, 0.08, 0.05, -0.04, 0.08, 9.88
-0.14, -0.10, -0.02, -0.02, 0.10, 9.78
-0.02, -0.11, -0.05, -0.06, 0.09, 9.80
-0.02, 0.05, -0.01, -0.04, 0.11, 9.81
-0.08, 0.00, -0.07, -0.00, 0.08, 9.82
-0.13, 0.04, 0.02, -0.03, 0.07, 9.78
0.01, 0.14, -0.04, -0.03, 0.06, 9.81
-0.12, -0.11, 0.05, -0.02, 0.08, 9.79
-0.07, -0.11, 0.14, -0.01, 0.05, 9.81
0.01, 0.04, -0.05, -0.02, 0.06, 9.75
-0.08, 0.03, -0.02, -0.06, 0.10, 9.76
-0.11, -0.11, 0.06, -0.02, 0.04, 9.79
-0.08, -0.18, 0.06, -0.06, 0.04, 9.75
-0.04, -0.22, -0.02, -0.00, 0.11, 9.82
-0.07, -0.05, -0.06, 0.04, 0.08, 9.74
-0.05, 0.14, -0.05, -0.01, 0.11, 9.70
0.02, -0.01, -0.01, -0.02, 0.11, 9.80
0.05, -0.10, 0.05, 0.00, 0.02, 9.78
-0.02, 0.02, -0.03, -0.01, 0.06, 9.79
-0.02, 0.11, 0.11, -0.02, 0.07, 9.83
-0.04, 0.02, 0.04, 0.00, 0.08, 9.78
-0.11, -0.06, 0.03, -0.04, 0.08, 9.88
0.04, 0.08, -0.04, -0.03, 0.09, 9.78
-0.07, -0.08, -0.11, 0.02, 0.07, 9.81
0.01, -0.19, 0.05, -0.02, 0.07, 9.83
0.05, -0.07, 0.10, 0.01, 0.10, 9.77
0.02, 0.03, 0.09, 0.01, 0.07, 9.81
-0.08, 0.09, 0.01, -0.03, 0.09, 9.83
-0.15, -0.05, 0.00, -0.03, 0.06, 9.85
-0.06, -0.02, 0.03, -0.01, 0.09, 9.78
0.00, -0.11, 0.05, 0.01, 0.04, 9.84
-0.02, -0.02, 0.09, -0.03, 0.07, 9.80
-0.10, 0.03, 0.05, -0.06, 0.07, 9.76
-0.05, 0.02, -0.06, -0.06, 0.08, 9.78
-0.02, 0.03, -0.07, -0.06, 0.03, 9.81
-0.05, 0.00, -0.02, -0.02, 0.05, 9.77
-0.11, 0.02, -0.02, -0.03, 0.02, 9.84
-0.10, -0.05, -0.05, -0.02, 0.11, 9.78
-0.06, 0.08, -0.05, -0.06, 0.09, 9.78
-0.04, 0.05, -0.01, -0.03, 0.03, 9.77
-0.03, -0.04, -0.02, 0.00, 0.01, 9.81
0.02, 0.19, 0.08, -0.02, 0.10, 9.81
-0.01, 0.17, 0.08, -0.02, 0.08, 9.76
-0.11, -0.03, 0.10, 0.01, 0.09, 9.72
-0.13, 0.03, -0.04, 0.00, 0.05, 9.79
0.00, 0.07, -0.02, -0.01, 0.06, 9.82
0.05, 0.08, 0.00, -0.04, 0.01, 9.82
0.06, -0.13, -0.04, 0.00, 0.04, 9.85
-0.05, 0.14, -0.08, -0.00, 0.07, 9.82
-0.07, 0.13, -0.02, 0.01, 0.07, 9.81
-0.01, 0.21, 0.12, -0.03, 0.04, 9.80
0.02, 0.04, 0.05, 0.01, 0.11, 9.80
-0.05, 0.06, -0.01, -0.01, 0.05, 9.86
-0.04, -0.14, -0.09, -0.01, 0.05, 9.87
-0.03, -0.02, 0.05, -0.06, 0.09, 9.84
-0.01, 0.07, -0.07, 0.01, 0.04, 9.80
-0.07, -0.03, 0.05, -0.02, 0.05, 9.81
-0.11, -0.03, 0.05, -0.01, 0.05, 9.83
-0.07, 0.00, -0.08, 0.00, 0.05, 9.82
-0.02, 0.04, -0.10, 0.00, 0.03, 9.83
0.01, 0.02, -0.02, -0.05, 0.06, 9.81
-0.05, -0.08, 0.08, -0.01, 0.09, 9.82
-0.08, -0.16, -0.01, 0.00, 0.06, 9.77
-0.08, 0.08, 0.03, -0.03, 0.06, 9.81
-0.01, 0.08, -0.02, 0.02, 0.07, 9.84
-0.05, 0.02, 0.07, -0.03, 0.06, 9.72
-0.08, 0.03, -0.02, -0.02, 0.11, 9.79
0.00, -0.02, 0.01, 0.01, 0.06, 9.82
-0.05, 0.10, 0.01, 0.01, 0.09, 9.80
-0.05, 0.05, 0.04, -0.03, 0.07, 9.80
0.04, -0.05, 0.06, 0.00, 0.02, 9.80
-0.08, 0.00, -0.04, -0.04, 0.08, 9.87
-0.07, 0.10, 0.06, -0.07, 0.12, 9.83
-0.09, -0.02, 0.02, -0.02, 0.05, 9.77
-0.03, 0.00, -0.05, -0.04, 0.04, 9.76
-0.04, 0.01, -0.08, -0.02, 0.05, 9.86
-0.03, 0.07, 0.00, -0.03, 0.07, 9.90
-0.05, -0.01, -0.01, -0.02, 0.08, 9.79
-0.05, 0.01, 0.08, -0.06, 0.05, 9.81
0.08, -0.05, 0.04, -0.05, 0.02, 9.78
-0.05, 0.08, 0.16, -0.01, 0.09, 9.87
-0.05, -0.07, 0.10, -0.05, 0.07, 9.83
0.02, -0.02, -0.04, -0.04, 0.02, 9.82
0.02, 0.09, -0.12, -0.02, 0.05, 9.82
-0.05, -0.02, -0.08, 0.01, 0.05, 9.85
-0.08, -0.05, -0.11, -0.04, 0.09, 9.80
-0.13, -0.11, 0.01, -0.05, 0.09, 9.84
-0.15, -0.04, 0.05, -0.02, 0.10, 9.90
-0.14, -0.05, 0.02, -0.00, 0.08, 9.82
-0.09, 0.06, 0.01, -0.01, 0.07, 9.86
-0.06, 0.05, -0.02, -0.02, 0.07, 9.77
-0.18, 0.00, -0.02, -0.05, 0.07, 9.77
-0.18, -0.01, -0.05, -0.00, 0.06, 9.86
-0.05, -0.01, 0.04, -0.02, 0.08, 9.90
0.02, 0.03, 0.08, 0.01, 0.04, 9.84
-0.08, 0.05, 0.11, -0.01, 0.07, 9.84
-0.04, -0.01, 0.02, 0.00, 0.05, 9.85
-0.06, -0.06, -0.08, -0.04, 0.04, 9.81
-0.02, -0.08, -0.08, -0.02, 0.04, 9.78
-0.14, 0.07, -0.08, -0.01, 0.06, 9.83
-0.11, 0.00, 0.00, 0.00, 0.07, 9.90
-0.01, 0.08, 0.05, -0.01, 0.04, 9.86
-0.05, -0.06, 0.00, -0.00, 0.07, 9.83
-0.03, -0.12, -0.01, -0.06, 0.07, 9.88
-0.11, 0.07, -0.05, -0.02, 0.07, 9.81
-0.09, -0.01, -0.04, -0.04, 0.03, 9.85
-0.05, -0.07, 0.05, -0.02, 0.04, 9.85
